,Nombres,Descripcion,Pagina
13,Wade and Wendy,Wade & Wendy es una plataforma que ofrece orientación profesional personalizada y experiencias de búsqueda de empleo para las personas que buscan oportunidades de avance profesional.,https://wadeandwendy.ai/wade/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
14,CoverQuick,Coverquick es un asistente de solicitud de empleo que ayuda a los solicitantes de empleo a crear currículums y cartas de presentación personalizados e impresionantes.,https://www.coverquick.co/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
15,Free Job Description Generator,El generador de descripción de trabajo gratuito de Hirequotient es una herramienta diseñada para optimizar el proceso de creación de descripciones de trabajo al tiempo que promueve la diversidad y amplía el grupo de talentos.,https://www.hirequotient.com/free-jd-generator?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
16,Why do you want to work here?,¿Por qué quiere trabajar aquí? es una herramienta que genera respuestas de muestra a preguntas comunes de la entrevista.,https://whydoyouwanttoworkhere.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
17,CoverLetterWrite,CoverCetterWrite es una herramienta con IA que ayuda a los usuarios a crear cartas de presentación personalizadas para aplicaciones de empleo.,https://coverletterwrite.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
18,Sharehouse,Sharehouse es una herramienta de carta de presentación de alquiler con IA que revoluciona la forma en que los inquilinos crean cartas de presentación para aplicaciones de alquiler,https://sharehouse.app/ai?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
19,Hackers.dev,Hackers.dev es una plataforma profesional para desarrolladores que utiliza IA para proporcionar recomendaciones de trabajo basadas en habilidades,https://hackers.dev/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
20,Adaptiv Academy,Adaptiv Academy es una herramienta con IA que ayuda a las personas a mejorar y avanzar en sus carreras.,https://app.adaptiv.me/app/ask-ada?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
21,FastTrack,Formulario de IA que cuestiona y califica a los candidatos: ahorre tiempo de contratación,https://www.guidedtrack.com/programs/18fztnp/run?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
22,PowerPM.ai,Entrenador de IA para ACE su entrevista de gestión de productos,https://power-pm-ai.web.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia#/
23,Wondrful,Asistente de recursos humanos que responde consultas.,https://www.wondrful.co/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
24,SwiftCover,Swiftcover | Generador de cartas de presentación con IA,https://swiftcover.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
25,Seeqle,Optimización de ofertas de trabajo personalizadas para usted,https://www.seeqle.com/generateur-modele-offres-emploi?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
26,Leet Resumes,LEET Reanuda ofrece un servicio de redacción de currículum profesional gratuito que utiliza métodos de datos y optimizados ATS para crear currículums personalizados para los usuarios.,https://www.leetresumes.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
27,AI:JD,Atrae a más candidatos con un JD personalizado,https://ai-jd.pangea.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
28,TalkBerry,Aumente su confianza y as su entrevista de trabajo con Talkberry,https://www.talkberry.ai/mock-interview?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
29,InterviewGPT,Simula las preguntas de la entrevista para la preparación del trabajo.,https://interviewgpt.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
30,Minerva: LinkedIn Optimizer,"Extensión de Chrome Para simplificar Job Hunt, optimizar el uso de LinkedIn",https://chrome.google.com/webstore/detail/minerva-linkedin-optimize/djkiinnhekmoohbombjhkpmacifjpgdo/related?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
31,Chat CV,Crea tu CV simplemente charlando,https://chat.cv/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
32,WriteWise,Escribir mejora para varios tipos de contenido.,https://www.promptplays.ai/product/writewise?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
33,AI Resume Checker,Análisis de reanudación con consejos personalizados.,https://www.resumechecker.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
34,JD AID,"Pase más tiempo a obtener talento, menos tiempo escribiendo descripciones de trabajo.",https://jdaid.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
35,CareerHub AI,Actualice su carrera con el poder de la IA,https://careerhub-ai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
36,Practice Interview,Chatbot para la preparación de la entrevista de trabajo.,https://hrmate.co/practice-interview?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
37,Liftoff,Eleve sus entrevistas tecnológicas.,https://demo.useliftoff.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
38,Match That Role,Los solicitantes de empleo coincidentes con aperturas de trabajo.,https://matchthatroleai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
39,RightJoin,¡Tome entrevistas simuladas con nuestro científico de datos de IA!,https://rightjoin.co/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
40,Enrichdata,La mejor herramienta de búsqueda de GitHub y análisis de candidatos.,https://www.enrichdata.xyz/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
41,Gpt Vetting,"Expede su proceso de reclutamiento de tecnología con GPT-Veting, una herramienta de evaluación de IA rápida y precisa.",https://www.micro1.ai/gpt-vetting?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
42,Resume Reviewer,Análisis de currículums para la optimización del trabajo.,https://www.fixmyresume.xyz/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
43,CoverLetterGPT,Genera cartas de solicitud de empleo.,https://coverlettergpt.xyz/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
44,The Interview,Evaluación y comparación de candidatos de trabajo.,https://theinterview.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
45,Aspect,Notas de IA de nivel humano para todas sus entrevistas,https://aspect-hq.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
46,HN Resume to Jobs,La herramienta Jobs AI está diseñada para ayudar a los solicitantes de empleo a encontrar publicaciones de trabajo relevantes,https://hnresumetojobs.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
47,Rec;less,Simplificar la búsqueda de empleo con la coincidencia de trabajo impulsado por la comunidad,https://recless.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
48,GreatFit,Detección de la cultura de los desarrolladores y habilidades blandas.,https://www.greatfit.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
49,NexusGPT,Facilita la colaboración de Biz-Freelancer.,https://nexus.snikpic.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
50,DeepReview,"AI inspirada. Deepeview ayuda a cualquiera a escribir currículums convincentes, cartas de presentación, revisiones de desempeño y más, en solo minutos.",https://deepreview.eu/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
51,Careered AI,Generador de cartas de presentación de IA,https://www.careered.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
52,Applaime,"Carta de presentación ganadora, en segundos",https://www.applaime.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
53,Fordi AI,Lluvia de lluvia de ideas asistida para temas y soluciones de trabajo diario,https://fordi.io/chat?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
54,Queros,Genere descripciones de trabajo con facilidad y velocidad en segundos,https://app.qureos.com/job-description-generator?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
55,InterviewAI,Herramientas con IA para entrevistadores para realizar excelentes entrevistas,https://www.interviewai.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
56,Careerflow,Plataforma de búsqueda de empleo con IA,https://www.careerflow.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
57,HireLakeAI,Plataforma de reclutamiento con IA para reclutadores,https://hirelake.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
58,Job Description Generator,Crea sin esfuerzo descripciones de trabajo,https://app.recrooit.com/job-description-generator?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
59,Snape,Copia personalizada y curada para descripciones de trabajo,https://snape.springworks.in/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
60,Coach Marlee,El entrenador de IA utilizando métodos basados ​​en la ciencia para ayudar a todos a lograr el éxito.,https://www.fingerprintforsuccess.com/for-individuals?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
61,Dost,Cree mensajes inclusivos para equipos Slack & MS.,https://getdost.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
