,Nombres,Descripcion,Pagina
19,Booom.ai,Genere un juego de trivia divertido que pueda jugar con un tema ingresado. Puedes jugar solo o con amigos.,https://joinplayroom.com/games/booom/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
20,Drayk It,¡Haz canciones de Ai Drake sobre cualquier cosa! Le ofrece una URL compartible y la opción de descargar su canción generada.,https://drayk.it/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
21,Gita GPT,"GitaGPT es un sitio web que utiliza inteligencia artificial (IA) para ayudar a las personas a obtener orientación del Bhagavad Gita, una antigua escritura india. Proporciona más de 71,108+ Uvertesesh (instrucción espiritual) que puede ayudar a personas de todas las edades y antecedentes.",https://www.gitagpt.in/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
22,Latent Labs,Genere un mundo 3D en el que pueda mirar en función de su mensaje de texto. Tiene apoyo para diferentes versiones de difusión estable y tiene una comunidad de discordias a la que también puede unirse.,https://www.latentlabs.art/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
23,Microsoft Bing,"Bing de Microsoft ahora integra IA junto con un copiloto del navegador. El nuevo Bing es como tener un asistente de investigación, un planificador personal y un socio creativo a su lado cada vez que busca en la web. Con este conjunto de funciones con IA, puede:
Haga su pregunta real. Cuando hace preguntas complejas, Bing le da respuestas detalladas.

Obtenga una respuesta real. Bing analiza los resultados de búsqueda en la web para ofrecerle una respuesta resumida.

Ser creativo. Cuando necesite inspiración, Bing puede ayudarlo a escribir poemas, historias o incluso compartir ideas para un proyecto.

En la experiencia de chat, también puede chatear y hacer preguntas de seguimiento como ""¿Puede explicarlo en términos más simples"" o ""Dame más opciones"" para obtener respuestas diferentes e incluso más detalladas en su búsqueda?",https://www.bing.com/new?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
24,Venngage,"¡Ingrese su nombre de San Valentín, su relación con usted, sus gustos y el tipo de tarjeta que desea generar y deje que el producto haga el trabajo! Asegúrese de seleccionar todos los campos o de lo contrario no funcionará.
También puede generar tarjetas aleatorias que lo usan.",https://venngage.com/tools/valentines-day-card-maker?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
25,PowerMode AI,PowerMode es su cofundador de IA que lo ayudará a idear y lanzar su inicio.,https://powermodeai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
26,TechCrunch Summary,"Resumen de noticias con GPT-3, específicamente para artículos de TechCrunch.
Este proyecto utiliza la API Operai GPT-3 (específicamente, Text-Davinci-003) y las funciones de Vircel Edge con transmisión. Obtiene el contenido en un artículo de TechCrunch, lo envía en un aviso a la API GPT-3 para resumirlo a través de una función Vercel Edge, luego transmite la respuesta a la aplicación.",https://www.techcrunchsummary.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
27,PlayArti,"Cree arte fácilmente haciendo clic en tres botones: seleccionando el carácter, la ubicación y la actividad.",https://www.playarti.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
28,WTF Does This Company Do?,"Explica las páginas de destino simplemente ingresando al dominio. Este mundo necesita mejores redactores para páginas de destino, pero hasta entonces tenemos un buen OL 'GPT-3 para ayudarnos.",https://wtfdoesthiscompanydo.vercel.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
29,Humata AI,"Sube un PDF y obtiene respuestas de él.
Crea informes 100 veces más rápido. Comprender documentos técnicos 100 veces más rápido. Analizar documentos legales 100 veces más rápido",https://www.humata.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
30,Maps GPT,"Ayuda a los usuarios a encontrar y explorar rápidamente lugares interesantes cerca de ellos usando AI. Escriba lo que está buscando, dónde lo está buscando y su correo electrónico. La aplicación le enviará un mapa personalizado con lo que está buscando. El mapa está curado de datos agregados.",https://www.mapsgpt.com?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
31,Cron AI,Genere trabajos cron simplemente describiendo con qué frecuencia desea que funcionen.,https://cron-ai.vercel.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
32,Facial Assessment Tool,Una herramienta de evaluación facial de Qoves Studio que utiliza el aprendizaje automático para analizar su cara como un médico y sugiere mejoras cosméticas en su rutina.,https://qoves.com/facial-assessment-tool/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
33,Namy ai,"Namy es una herramienta simple para generar algunas ideas de nombres de dominio para su negocio o marca. Simplemente ingrese algunos detalles sobre su producto o marca y presione ""¡Generar!"". La herramienta le dará una lista de nombres de dominio ajustados y también le dirá si están registrados o no. Namy usa la API de Namecheap para verificar qué dominios ya se han registrado",https://namy.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
34,Journeai,"Recomendaciones de viaje hiper personalizadas con Google Map Integration. Ya sea que te gusten las tiendas de antigüedades o el paracaidismo, lleves a niños pequeños, cruzan el desierto del Sahara o vayan en un viaje por carretera ... esta aplicación puede construirte el viaje correcto a cualquier lugar del mundo en segundos.",https://journeai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
35,Magic Type AI,"¡Magic Type AI escribe saludos, poesía e incluso letras de rap! Haga algunas selecciones simples y reciba escritura personalizada, especialmente para usted.",https://www.magictype.ai?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
36,MeetGeek,"MeetGeek ayuda a maximizar el valor de las reuniones registrando, resumiendo y compartiendo los aspectos más destacados clave con los equipos. Ofrece transcripción en tiempo real y subtitción durante reuniones, grabaciones, transcripciones, búsquedas de palabras clave, consejos a medida y notas basadas en IA. Las integraciones están disponibles con Google Calendar, Microsoft Outlook, Zoom, equipos de Microsoft, plataformas de administración de tareas, repositorios de documentos y herramientas de colaboración. Hay soporte para múltiples idiomas y puede enviar resúmenes de reuniones directamente a las bandejas de entrada de los usuarios.",https://meetgeek.grsm.io/h3c09ouw0l03?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
37,WatchNow,Obtenga recomendaciones personalizadas de películas y muestre. Ingrese los títulos de películas o programas que ha visto y disfrutado para obtener mejores recomendaciones,https://www.watchnowai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
38,Ordinary People Prompts,"Diseñado para escapar de la paradoja de ChatGPT de elección. Con las indicaciones comunes, todos pueden hacer uso de la inteligencia artificial conversacional. Aprenda, inspírese con otros, cree, vote y comente sus indicaciones de IA favoritas para la gente común.",https://www.ordinarypeopleprompts.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
39,Laion,"Laion, como organización sin fines de lucro, proporciona conjuntos de datos, herramientas y modelos para liberar la investigación de aprendizaje automático. Fomentan la educación pública abierta y un uso más amigable con el medio ambiente de los recursos al reutilizar los conjuntos de datos y los modelos existentes.",https://laion.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
40,CheckForAI,Detectar texto escrito de IA en ensayos y correos electrónicos. Su análisis aprovecha la combinación del modelo Roberta-Base existente de AI para la detección de GPT y nuestros propios modelos patentados.,https://checkforai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
41,ReleaseNote.AI,"Notas de lanzamiento simplificadas con GPT-3. Simplemente enumere sus funciones y actualizaciones, y deje que la IA escriba su primer borrador. Incluso te permite escribir tus notas de lanzamiento en el estilo del habla de Yoda, Sherlock Holmes, Eminem y más",https://releasenote.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
42,OSS Insight,"Data Explorer de OSS Insight es una herramienta de consulta con GTPT para GitHub Live Data Exploration. Simplemente haga su pregunta en lenguaje natural, y Data Explore generará SQL, consultará los datos y presentará los resultados visualmente.",https://ossinsight.io/explore/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
43,Arxiv Feed,Un alimento fácilmente navegable de trabajos de investigación de IA tomados de ARXIV. Actualizado regularmente.,https://arxiv-feed.vercel.app/?utm_source=futurepedia
44,TwitterBio,"Genere su próxima biografía de Twitter en segundos. Puede usar su biografía actual como inspiración para que la IA lo use o simplemente escriba algunas oraciones sobre usted. Puede seleccionar un ambiente de profesional, casual y divertido.",https://www.twitterbio.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
45,PaperBrain,"Una plataforma para acceder y comprender los trabajos de investigación. Con los resúmenes de papel y los enlaces PDF directos, nunca tendrá que luchar con descargas tediosas nuevamente. Construido con un asistente de GPT para ayudarlo todo el tiempo.",https://www.paperbrain.study/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
46,MidJourney Prompt Helper,"Una herramienta de código abierto que facilita a las personas explorar estilos, y complejos indicaciones de mediana edad, visualmente.",https://prompt.noonshot.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
47,fast.ai,Fast.AI es un grupo de investigación sin fines de lucro centrado en el aprendizaje profundo y la inteligencia artificial. Tienen varios cursos útiles en su sitio web.,https://www.fast.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
48,Woebot Health,"Woebot es su aliado personal de salud mental que lo ayuda a volver a sentirse como usted mismo. Respaldado por la investigación clínica, impulsada por AI.",https://woebothealth.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
49,This Model Does Not Exist,¡Ailice es un influencer generado por IA! Una nueva foto de ella se publica cada 15 minutos. Vote por su favorito y ayude a decidir cuál publica en Instagram cada día.,https://www.thismodeldoesnotexist.co/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
50,IdeasAI,"Las ideas en esta página son 100% generadas por el GPT-3 de Openai, un modelo de aprendizaje profundo artificialmente inteligente, sin participación humana, y entrenados por usted y 1,457,521 a otras personas que les gustaban o no me gustaban las ideas",https://ideasai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
51,AI Experiments,"AI Experiments es un escaparate de Google para experimentos simples que facilitan que cualquier persona comience a explorar el aprendizaje automático, a través de imágenes, dibujos, lenguaje, música y más. Puede encontrar herramientas como TalkTobooks y TeachableMachine aquí.",https://experiments.withgoogle.com/collection/ai?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
52,Amazon CodeWhisperer,Amazon Codewhisperer es un servicio de aprendizaje automático (ML) que ayuda a mejorar la productividad del desarrollador mediante la generación de recomendaciones de código en función de sus comentarios en lenguaje natural y código en el entorno de desarrollo integrado (IDE).,https://aws.amazon.com/codewhisperer/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
53,Socratic by Google,"Descansarse en sus problemas académicos como ciencias, matemáticas, literatura, estudios sociales y más con la ayuda de la IA de Google y también obtenga explicaciones visuales de conceptos importantes en cada materia.",https://socratic.org/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
54,Talk To Books,Una nueva forma de explorar ideas y descubrir libros. Haga una declaración o haga una pregunta para explorar pasajes de libros utilizando IA experimental.,https://books.google.com/talktobooks/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
55,Namecheap Logo Maker,Simplemente responda un puñado de preguntas y obtenga cientos de logotipos para descargar de forma gratuita.,https://www.namecheap.com/logo-maker/app/new/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
56,Pixela AI,AI generó texturas del juego. Todas estas imágenes se generaron con un algoritmo de difusión estable. ¡Sube tu textura generada para compartir con la comunidad!,https://pixela.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
57,Fy! Studio,"Convierta sus ideas en arte de pared único.
Simplemente escriba sus ideas, y las convertiremos en una pieza de arte de pared nunca antes vista.",https://www.iamfy.co/studio?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
58,Validator AI,"AI Validador de negocios para cualquier idea. Validar y recibir comentarios constructivos sobre cualquier idea de inicio, impulsada por AI.
Primero enumera las posibles luchas que puede encontrar al ejecutar el negocio y luego ofrece sus comentarios generales sobre su idea de negocio.",https://www.validatorai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
59,Glasp,"GLASP es un marcador de la web social que las personas pueden usar para resaltar y organizar citas e ideas de la web sin cambiar de una pantalla, y acceder al aprendizaje de otras personas con ideas afines al mismo tiempo. Deje su legado digital para la humanidad, mientras trabaja para usted.
También proporcionan una herramienta que resume los videos de YouTube.",https://glasp.co/ai-writing?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
60,Boomy,"Haz música instantánea y compártala con el mundo. Cree canciones originales en segundos, incluso si nunca antes has hecho música. Reciba cada escucha en plataformas como Spotify, Tiktok, YouTube y otros más de 40 en todo el mundo.",https://boomy.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
61,MovieToEmoji,¡Una aplicación divertida que convierte los nombres de películas en sus emojis correspondientes!,https://movietoemoji.netlify.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
62,Perplexity AI,"Perplexity AI es un motor de búsqueda de IA. Es una demostración inspirada en Operai WebGPT, no un producto comercial. Utilizan modelos de idiomas grandes (API de OpenAI) y motores de búsqueda. También responde las consultas del gráfico de Twitter traduciendo el lenguaje natural al código SQL.",https://www.perplexity.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
63,Suggest Gift,¿Estás luchando por encontrar el regalo perfecto para un ser querido? ¡No busque más! Nuestra herramienta utiliza la última tecnología AI para ayudarlo a descubrir el regalo perfecto. Diga adiós al estrés de dar regalos y deje que nuestra tecnología haga el trabajo por usted.,https://suggest.gift/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
64,Podcast,El podcast generado por AI. Hay 2 podcasts: Lex Fridman entrevista a Richard Feynman y Joe Rogan entrevista a Steve Jobs.,https://podcast.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
65,Craiyon,¡Modelo AI Dibujo de imágenes de cualquier aviso!,https://www.craiyon.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
66,Autodraw,Autodraw es una herramienta de IA que le permite dibujar más rápido adivinando qué objeto o forma tiene la intención de dibujar.,https://autodraw.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
67,Pollinations,"Pollinations quiere diversificar la creatividad y difundirla a través de ecosistemas digitales. Ya sea en imagen, video o audio, invitamos a las personas a imaginar nuevos mundos con la ayuda de la IA.

Para las empresas, nuestros desarrolladores escriben código sobre los últimos modelos de IA, que proporcionan resultados personalizados y estética específica.
Con la API, la creación de IA se puede integrar directamente dentro de sitios web y plataformas de redes sociales.
La creación se vuelve fácil, rápida y divertida.",https://pollinations.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
68,Teachable Machine,"Teachable Machine es una herramienta basada en la web que hace que la creación de modelos de aprendizaje automático sea rápido, fácil y accesible para todos. Está destinado a ser utilizado por educadores, artistas, estudiantes, innovadores, creadores de todo tipo, realmente, cualquier persona que tenga una idea que quiera explorar. No se requiere conocimiento de aprendizaje automático previo.",https://teachablemachine.withgoogle.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
69,Adobe Podcast,"Proporciona 2 herramientas rápidas gratuitas para mejorar el audio para su contenido. Mejore el habla: mejora el discurso eliminando todo el ruido de fondo y el eco.
Verificación de micrófono: desbloquee el sonido de calidad de su micrófono.
El producto principal promete proporcionar grabación y edición de audio con IA, todo en la web y está bajo la lista de espera.",https://podcast.adobe.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
70,Harmonai,Somos una organización impulsada por la comunidad que emite herramientas de audio generativas de código abierto para hacer que la producción musical sea más accesible y divertida para todos,https://www.harmonai.org/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
71,GET3D (Nvidia),Un modelo generativo de formas texturizadas en 3D de alta calidad aprendidas de las imágenes.,https://nv-tlabs.github.io/GET3D/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
72,Stable Horde,"Un grupo distribuido de crowdsourcing de trabajadores de difusión estables.
También proporciona una interfaz de cliente que no requiere instalación ni experiencia técnica",https://stablehorde.net/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
73,Andi,"Andi está buscando la próxima generación utilizando IA generativa. En lugar de solo enlaces, Andi te da respuestas, como hablar con un amigo inteligente.",https://andisearch.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
74,Natural Language Playlist,AI generó mixtapes y listas de reproducción. ¡Ingrese una oración como aviso y recupere una lista de canciones comisariada por AI!,https://www.naturallanguageplaylist.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
75,Public Prompts,Colección de indicaciones de alta calidad y código abierto para la generación de imágenes,https://publicprompts.art/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
76,Hello History,"Podrá tener conversaciones en profundidad con algunas figuras influyentes y fascinantes de la historia. Las conversaciones son generadas por AI, así que no las tome demasiado en serio. Cada conversación es única y nunca se sabe a dónde irá.",https://www.hellohistory.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
77,Cool Gift Ideas,"¡Da el regalo perfecto!
Descubra ideas creativas de regalos para cualquier persona en función de quiénes son.",https://www.coolgiftideas.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
78,Prodigy AI,"Un entrenador de carrera GPT para desarrolladores.
Obtenga consejos y orientación profesionales personalizados inmediatos basados ​​en sus habilidades, experiencia y objetivos únicos. Por ai.",https://ai.prodi.gg/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
79,RTutor,"RTUTOR es una aplicación basada en IA que puede generar y probar rápidamente el código R. Impulsado por API llamadas al Davinci de Openi (hermano de Chatgpt), Rtutor traduce los idiomas naturales en scripts R, que luego se ejecutan dentro de la plataforma brillante. Se puede generar un archivo de origen R Markdown y un informe HTML.
Echa un vistazo al repositorio de GitHub aquí: https://github.com/gexijin/rtutor",http://rtutor.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
80,AI CLI,"CLI de código abierto GPT -3
La longitud de solicitud actual es de ~ 840 tokens y el precio para Text-Davinci-002 es de $ 0.02 por tokens 1K, que es ~ $ 0.017/comando. Veremos si podemos mejorar la respuesta y reducir el costo por comando con ajuste fino.",https://github.com/abhagsain/ai-cli?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
81,Civitai,"¡Civitai es el único centro de compartir modelos para la comunidad de generación de arte de IA! Gratis para usar, código abierto y mejorando continuamente.",https://civitai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
82,Helicone,"Simplifique el monitoreo GPT-3 con una línea de código. Para usar, reemplace la URL base con el SDK. Agregue su tecla OpenAI a Valyr y vea las solicitudes en el tablero.",https://valyr.vercel.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
83,Elf Help,"Inspo de regalos de vacaciones.
Elf Help es su último asistente de regalos, que ofrece sugerencias creativas y personalizadas para todos en su lista, todo de forma gratuita.",https://www.elfhelp.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
84,GeniusReview,Revisiones de rendimiento de 360 ​​° AI. Ahorre toneladas de horas utilizando GeniusReview para obtener respuestas personalizadas a sus preguntas de revisión de desempeño.,https://geniusreview.xyz/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
85,ChatGPT Writer,"Extensión gratuita de Chrome que utiliza ChatGPT AI para generar correos electrónicos o respuestas en función de algunas palabras clave que ingrese. Actualmente compatible con Gmail. Admite todos los idiomas populares, simplemente mencionándolo en el mensaje de texto.",https://chatgptwriter.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
86,Detect GPT,"Averigüe si las páginas que navegan contienen contenido generado por AI.
Detectar GPT escanea el contenido de la página web que está viendo y lo analiza para identificar si se ha generado alguno de los contenidos utilizando el modelo de lenguaje GPT.",https://chrome.google.com/webstore/detail/detect-gpt/oadkgbgppkhoaaoepjbcnjejmkknaobg/related?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
87,MarbleFlows,Formularios generados por IA para convertir más cables.,https://app.marbleflows.com/ai-generator?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
88,SwagAI,"Swagai es una herramienta de IA que te ayuda a crear Swag de la compañía ridícula. Solo díganos lo que está buscando, y nuestros algoritmos recomendarán opciones locas (pero a veces prácticas).",https://www.useslingshot.com/swagai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
89,Unreal Meal,"Una colección de imágenes generadas por IA de comidas que no existen. Puede usar estas imágenes para una variedad de propósitos, como en el desarrollo de nuevas recetas o como parte de un proyecto creativo.",https://unrealmeal.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
90,ChatGPT Chrome Extension,"Muestre la respuesta de ChatGPT junto con los resultados de búsqueda de Google, Bing, Duckduckgo. Le brinda soluciones sorprendentemente detalladas a sus consultas, desde escribir una propuesta de graduación para arreglar su código.",https://chrome.google.com/webstore/detail/chatgpt-for-search-engine/feeonheemodpkdckaljcjogdncpiiban?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
91,AnyPod,Motores de búsqueda de IA creados para creadores. Busque su podcast favorito como mi primer millón fácilmente. También puede enviar un formulario agregando su podcast.,https://www.anypod.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
92,Promptist,"El indicador es una interfaz de inmediato para la difusión estable V1-4 que optimiza la entrada del usuario en las indicaciones preferidas con el modelo. La demostración en línea de Hugging Face Spaces está usando CPU, por lo que se esperaría la velocidad de generación lenta. Cargue el modelo localmente con GPU para una generación más rápida.",https://huggingface.co/spaces/microsoft/Promptist?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia
